Feature ID	C01	C02	C03	C04	C05	C06	C07	H01	H02	H03	H04	H05	H06	H07	H08	H09	H10	P01	P02	P03	P04	P05	P06	P07	P08	P09	P10	U01	U02	U03	U04	U05	U06	U07	V01	V02
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.111	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ethanoligenens;s_Ethanoligenens	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_unassigned;o_unassigned;f_unassigned;g_unassigned;s_unassigned Firmicutes.13	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	2	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.104	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Enterococcaceae;g_Enterococcus;s_Enterococcus.2	1	3951	61	11914	12	0	6	0	1	1	1	6956	16	44	0	1	1	0	1	13	2516	1	555	1	14	0	0	14	3	0	5	3	0	0	2	1
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.114	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	0	1	0	1	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Butyricicoccus;s_Butyricicoccus.10	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	212	0	0	0	0	72	0	0	2	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.115	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XIII;g_Anaerovorax;s_Anaerovorax.2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Synergistetes;c_Synergistia;o_Synergistales;f_Synergistaceae;g_Cloacibacillus;s_Cloacibacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Negativicutes;o_Selenomonadales;f_Veillonellaceae;g_Dialister;s_Dialister	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Anaerofustis;s_Anaerofustis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.12	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Butyricicoccus;s_Butyricicoccus.11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Candidatus Saccharibacteria;c_Saccharibacteria_genera_incertae_sedis;o_Saccharibacteria_genera_incertae_sedis;f_Saccharibacteria_genera_incertae_sedis;g_Saccharibacteria_genera_incertae_sedis;s_Saccharibacteria_genera_incertae_sedis.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus.1	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Leuconostocaceae;g_Leuconostoc;s_Leuconostoc	0	0	0	0	0	0	3	0	0	0	2	0	1	0	0	2	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Flavonifractor;s_Flavonifractor.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.108	0	0	0	0	0	0	0	0	353	0	15	0	0	0	2	0	11	0	0	0	0	1614	0	0	2	8	1	0	0	0	14	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Coprococcus;s_Coprococcus.2	0	199	2	0	0	0	1	0	3	0	0	0	4	0	0	0	0	4	5	0	0	6	0	0	0	0	0	1	21	0	0	2	0	1	1	3
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XIII;g_Anaerovorax;s_Anaerovorax.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Ruminococcus2;s_Ruminococcus2.3	0	8	0	0	0	4	0	0	17	2	0	1	4	3	5	0	0	14	1	9	5	1	0	0	0	0	2	8	6	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.119	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	3	0	0	0	0	0	2	0	2	0	0	0	1	0	0	2	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Gracilibacteraceae;g_Gracilibacter;s_Gracilibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Candidatus Saccharibacteria;c_Saccharibacteria_genera_incertae_sedis;o_Saccharibacteria_genera_incertae_sedis;f_Saccharibacteria_genera_incertae_sedis;g_Saccharibacteria_genera_incertae_sedis;s_Saccharibacteria_genera_incertae_sedis.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_unassigned;o_unassigned;f_unassigned;g_unassigned;s_unassigned Firmicutes.14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_unassigned;o_unassigned;f_unassigned;g_unassigned;s_unassigned Firmicutes.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Clostridium IV;s_Clostridium IV.32	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XIII;g_unassigned;s_unassigned Clostridiales_Incertae Sedis XIII.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_unassigned;o_unassigned;f_unassigned;g_unassigned;s_unassigned Firmicutes.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiales_Incertae Sedis XIII;g_Mogibacterium;s_Mogibacterium.1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_unassigned;o_unassigned;f_unassigned;g_unassigned;s_unassigned Firmicutes.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	760	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.124	0	0	0	0	0	1	0	0	0	0	0	0	4	0	0	0	0	0	0	4	0	0	5	0	0	0	0	0	0	0	4	4	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium.4	4	0	0	0	0	0	0	0	0	0	57	0	51	0	0	0	49	0	0	2	0	174	0	173	0	12	16	0	0	0	0	21	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.111	0	1	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.112	0	0	0	0	0	0	0	0	0	0	707	1	0	0	1	4	0	0	0	1	1	1	383	1	590	48	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Intestinimonas;s_Intestinimonas.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unassigned;s_unassigned Lachnospiraceae.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Proteobacteria;c_Betaproteobacteria;o_Burkholderiales;f_Sutterellaceae;g_Parasutterella;s_Parasutterella.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unassigned;s_unassigned Lachnospiraceae.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Synergistetes;c_Synergistia;o_Synergistales;f_Synergistaceae;g_Pyramidobacter;s_Pyramidobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_unassigned;o_unassigned;f_unassigned;g_unassigned;s_unassigned Firmicutes.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	3	0	0	74	2	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unassigned;s_unassigned Lachnospiraceae.25	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	299	1	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unassigned;s_unassigned Lachnospiraceae.26	0	0	0	4	0	0	0	0	0	7	0	0	6	0	0	0	0	0	0	0	25	0	0	0	0	0	0	1	239	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_Roseburia.6	2	9	0	15	0	0	0	0	2	5	0	0	0	0	0	0	0	1	1	0	3	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Cryptobacterium;s_Cryptobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Clostridium IV;s_Clostridium IV.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Bacilli;o_Lactobacillales;f_Lactobacillaceae;g_Lactobacillus;s_Lactobacillus.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	481	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_unassigned;s_unassigned Eubacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Clostridium III;s_Clostridium III	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.127	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	3	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.128	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unassigned;s_unassigned Lachnospiraceae.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Candidatus Saccharibacteria;c_Saccharibacteria_genera_incertae_sedis;o_Saccharibacteria_genera_incertae_sedis;f_Saccharibacteria_genera_incertae_sedis;g_Saccharibacteria_genera_incertae_sedis;s_Saccharibacteria_genera_incertae_sedis.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacteriales;f_Enterobacteriaceae;g_Buttiauxella;s_Buttiauxella	0	0	0	0	0	0	17	1	0	1	67	0	0	0	0	0	42	0	4	2	70	1	9899	2	1	0	1	0	0	157	0	0	0	0	0	1
k_Bacteria;p_Proteobacteria;c_Gammaproteobacteria;o_Enterobacteriales;f_Enterobacteriaceae;g_unassigned;s_unassigned Enterobacteriaceae	0	0	0	0	61	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	44	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_unassigned;o_unassigned;f_unassigned;g_unassigned;s_unassigned Firmicutes.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Ruminococcus2;s_Ruminococcus2.4	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	10	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unassigned;g_unassigned;s_unassigned Clostridiales.116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Senegalimassilia;s_Senegalimassilia.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Fusicatenibacter;s_Fusicatenibacter.4	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	3	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Intestinimonas;s_Intestinimonas.29	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Oscillibacter;s_Oscillibacter.20	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	2	0	0	4	0	17	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Peptostreptococcaceae;g_Romboutsia;s_Romboutsia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Proteobacteria;c_Deltaproteobacteria;o_Desulfovibrionales;f_Desulfovibrionaceae;g_Desulfobaculum;s_Desulfobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unassigned;s_unassigned Ruminococcaceae.129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Coriobacteriales;f_Coriobacteriaceae;g_Slackia;s_Slackia	141	1	0	0	0	0	0	65	0	0	27	0	0	90	0	30	0	0	0	20	0	0	0	0	83	0	0	0	0	0	0	42	0	0	0	0
